store_id,item_id,date,qty_sold
1,1,2022-10-20,12
1,1,2022-10-21,9
1,1,2022-10-22,9
1,1,2022-10-23,14
1,1,2022-10-24,12
1,1,2022-10-25,14
1,1,2022-10-26,14
1,1,2022-10-27,15
1,1,2022-10-28,13
1,1,2022-10-29,15
1,1,2022-10-30,14
1,1,2022-10-31,14
1,1,2022-11-01,8
1,1,2022-11-02,14
1,1,2022-11-03,9
1,1,2022-11-04,8
1,1,2022-11-05,14
1,1,2022-11-06,15
1,1,2022-11-07,12
1,1,2022-11-08,19
1,1,2022-11-09,11
1,1,2022-11-10,12
1,1,2022-11-11,15
1,1,2022-11-12,14
1,1,2022-11-13,9
1,1,2022-11-14,8
1,1,2022-11-15,10
1,1,2022-11-16,0
1,1,2022-11-17,14
1,1,2022-11-18,19
1,1,2022-11-19,13
1,1,2022-11-20,14
1,1,2022-11-21,9
1,1,2022-11-22,8
1,1,2022-11-23,10
1,1,2022-11-24,8
1,1,2022-11-25,18
1,1,2022-11-26,14
1,1,2022-11-27,13
1,1,2022-11-28,9
1,1,2022-11-29,10
1,1,2022-11-30,15
1,1,2022-12-01,12
1,1,2022-12-02,14
1,1,2022-12-03,9
1,1,2022-12-04,11
1,1,2022-12-05,23
1,1,2022-12-06,8
1,1,2022-12-07,13
1,1,2022-12-08,10
1,1,2022-12-09,18
1,1,2022-12-10,15
1,1,2022-12-11,10
1,1,2022-12-12,11
1,1,2022-12-13,10
1,1,2022-12-14,22
1,1,2022-12-15,9
1,1,2022-12-16,11
1,1,2022-12-17,15
1,1,2022-12-18,8
1,1,2022-12-19,0
1,1,2022-12-20,13
1,1,2022-12-21,10
1,1,2022-12-22,9
1,1,2022-12-23,15
1,1,2022-12-24,11
1,1,2022-12-25,13
1,1,2022-12-26,14
1,1,2022-12-27,22
1,1,2022-12-28,11
1,1,2022-12-29,8
1,1,2022-12-30,9
1,1,2022-12-31,14
1,2,2022-01-01,14
1,2,2022-01-02,10
1,2,2022-01-03,10
1,2,2022-01-04,14
1,2,2022-01-05,0
1,2,2022-01-06,12
1,2,2022-01-07,7
1,2,2022-01-08,9
1,2,2022-01-09,11
1,2,2022-01-10,9
1,2,2022-01-11,8
1,2,2022-01-12,7
1,2,2022-01-13,0
1,2,2022-01-14,11
1,2,2022-01-15,9
1,2,2022-01-16,7
1,2,2022-01-17,7
1,2,2022-01-18,8
1,2,2022-01-19,12
1,2,2022-01-20,10
1,2,2022-01-21,9
1,2,2022-01-22,7
1,2,2022-01-23,12
1,2,2022-01-24,12
1,2,2022-01-25,18
1,2,2022-01-26,9
1,2,2022-01-27,9
1,2,2022-01-28,8
1,2,2022-01-29,14
1,2,2022-01-30,9
1,2,2022-01-31,9
1,2,2022-02-01,0
1,2,2022-02-02,10
1,2,2022-02-03,9
1,2,2022-02-04,7
1,2,2022-02-05,12
1,2,2022-02-06,13
1,2,2022-02-07,12
1,2,2022-02-08,8
1,2,2022-02-09,18
1,2,2022-02-10,14
1,2,2022-02-11,13
1,2,2022-02-12,23
1,2,2022-02-13,7
1,2,2022-02-14,9
1,2,2022-02-15,22
1,2,2022-02-16,0
1,2,2022-02-17,13
1,2,2022-02-18,21
1,2,2022-02-19,14
1,2,2022-02-20,13
1,2,2022-02-21,11
1,2,2022-02-22,7
1,2,2022-02-23,12
1,2,2022-02-24,18
1,2,2022-02-25,11
1,2,2022-02-26,9
1,2,2022-02-27,0
1,2,2022-02-28,10
1,2,2022-03-01,13
1,2,2022-03-02,13
1,2,2022-03-03,22
1,2,2022-03-04,14
1,2,2022-03-05,12
1,2,2022-03-06,11
1,2,2022-03-07,7
1,2,2022-03-08,9
1,2,2022-03-09,9
1,2,2022-03-10,13
1,2,2022-03-11,11
1,2,2022-03-12,10
1,2,2022-03-13,13
1,2,2022-03-14,12
1,2,2022-03-15,18
1,2,2022-03-16,14
1,2,2022-03-17,13
1,2,2022-03-18,10
1,2,2022-03-19,8
1,2,2022-03-20,7
1,2,2022-03-21,12
1,2,2022-03-22,7
1,2,2022-03-23,8
1,2,2022-03-24,9
1,2,2022-03-25,0
1,2,2022-03-26,13
1,2,2022-03-27,9
1,2,2022-03-28,12
1,2,2022-03-29,8
1,2,2022-03-30,14
1,2,2022-03-31,17
1,2,2022-04-01,12
1,2,2022-04-02,14
1,2,2022-04-03,11
1,2,2022-04-04,9
1,2,2022-04-05,9
1,2,2022-04-06,9
1,2,2022-04-07,10
1,2,2022-04-08,13
1,2,2022-04-09,17
1,2,2022-04-10,8
1,2,2022-04-11,13
1,2,2022-04-12,12
1,2,2022-04-13,8
1,2,2022-04-14,7
1,2,2022-04-15,8
1,2,2022-04-16,9
1,2,2022-04-17,13
1,2,2022-04-18,13
1,2,2022-04-19,11
1,2,2022-04-20,14
1,2,2022-04-21,14
1,2,2022-04-22,8
1,2,2022-04-23,24
1,2,2022-04-24,14
1,2,2022-04-25,9
1,2,2022-04-26,23
1,2,2022-04-27,13
1,2,2022-04-28,18
1,2,2022-04-29,8
1,2,2022-04-30,11
1,2,2022-05-01,11
1,2,2022-05-02,8
1,2,2022-05-03,9
1,2,2022-05-04,20
1,2,2022-05-05,13
1,2,2022-05-06,12
1,2,2022-05-07,9
1,2,2022-05-08,13
1,2,2022-05-09,7
1,2,2022-05-10,13
1,2,2022-05-11,10
1,2,2022-05-12,11
1,2,2022-05-13,8
1,2,2022-05-14,14
1,2,2022-05-15,8
1,2,2022-05-16,17
1,2,2022-05-17,12
1,2,2022-05-18,12
1,2,2022-05-19,12
1,2,2022-05-20,14
1,2,2022-05-21,17
1,2,2022-05-22,14
1,2,2022-05-23,12
1,2,2022-05-24,7
1,2,2022-05-25,9
1,2,2022-05-26,7
1,2,2022-05-27,13
1,2,2022-05-28,10
1,2,2022-05-29,8
1,2,2022-05-30,7
1,2,2022-05-31,21
1,2,2022-06-01,8
1,2,2022-06-02,8
1,2,2022-06-03,13
1,2,2022-06-04,0
1,2,2022-06-05,12
1,2,2022-06-06,7
1,2,2022-06-07,8
1,2,2022-06-08,13
1,2,2022-06-09,10
1,2,2022-06-10,12
1,2,2022-06-11,7
1,2,2022-06-12,18
1,2,2022-06-13,11
1,2,2022-06-14,9
1,2,2022-06-15,14
1,2,2022-06-16,14
1,2,2022-06-17,8
1,2,2022-06-18,14
1,2,2022-06-19,8
1,2,2022-06-20,22
1,2,2022-06-21,10
1,2,2022-06-22,8
1,2,2022-06-23,10
1,2,2022-06-24,20
1,2,2022-06-25,0
1,2,2022-06-26,8
1,2,2022-06-27,8
1,2,2022-06-28,9
1,2,2022-06-29,10
1,2,2022-06-30,11
1,2,2022-07-01,14
1,2,2022-07-02,8
1,2,2022-07-03,13
1,2,2022-07-04,7
1,2,2022-07-05,13
1,2,2022-07-06,10
1,2,2022-07-07,9
1,2,2022-07-08,9
1,2,2022-07-09,14
1,2,2022-07-10,13
1,2,2022-07-11,9
1,2,2022-07-12,11
1,2,2022-07-13,7
1,2,2022-07-14,10
1,2,2022-07-15,10
1,2,2022-07-16,13
1,2,2022-07-17,7
1,2,2022-07-18,13
1,2,2022-07-19,21
1,2,2022-07-20,7
1,2,2022-07-21,11
1,2,2022-07-22,11
1,2,2022-07-23,7
1,2,2022-07-24,10
1,2,2022-07-25,19
1,2,2022-07-26,11
1,2,2022-07-27,13
1,2,2022-07-28,0
1,2,2022-07-29,11
1,2,2022-07-30,10
1,2,2022-07-31,7
1,2,2022-08-01,12
1,2,2022-08-02,8
1,2,2022-08-03,9
1,2,2022-08-04,7
1,2,2022-08-05,17
1,2,2022-08-06,12
1,2,2022-08-07,13
1,2,2022-08-08,11
1,2,2022-08-09,0
1,2,2022-08-10,7
1,2,2022-08-11,11
1,2,2022-08-12,7
1,2,2022-08-13,12
1,2,2022-08-14,12
1,2,2022-08-15,13
1,2,2022-08-16,14
1,2,2022-08-17,11
1,2,2022-08-18,13
1,2,2022-08-19,11
1,2,2022-08-20,0
1,2,2022-08-21,9
1,2,2022-08-22,8
1,2,2022-08-23,11
1,2,2022-08-24,12
1,2,2022-08-25,7
1,2,2022-08-26,11
1,2,2022-08-27,9
1,2,2022-08-28,8
1,2,2022-08-29,0
1,2,2022-08-30,23
1,2,2022-08-31,10
1,2,2022-09-01,11
1,2,2022-09-02,12
1,2,2022-09-03,10
1,2,2022-09-04,10
1,2,2022-09-05,10
1,2,2022-09-06,11
1,2,2022-09-07,9
1,2,2022-09-08,13
1,2,2022-09-09,14
1,2,2022-09-10,14
1,2,2022-09-11,13
1,2,2022-09-12,11
1,2,2022-09-13,13
1,2,2022-09-14,10
1,2,2022-09-15,8
1,2,2022-09-16,8
1,2,2022-09-17,8
1,2,2022-09-18,14
1,2,2022-09-19,8
1,2,2022-09-20,8
1,2,2022-09-21,13
1,2,2022-09-22,7
1,2,2022-09-23,14
1,2,2022-09-24,13
1,2,2022-09-25,12
1,2,2022-09-26,7
1,2,2022-09-27,11
1,2,2022-09-28,11
1,2,2022-09-29,13
1,2,2022-09-30,10
1,2,2022-10-01,13
1,2,2022-10-02,11
1,2,2022-10-03,14
1,2,2022-10-04,23
1,2,2022-10-05,8
1,2,2022-10-06,14
1,2,2022-10-07,8
1,2,2022-10-08,8
1,2,2022-10-09,13
1,2,2022-10-10,9
1,2,2022-10-11,14
1,2,2022-10-12,11
1,2,2022-10-13,7
1,2,2022-10-14,12
1,2,2022-10-15,7
1,2,2022-10-16,9
1,2,2022-10-17,0
1,2,2022-10-18,10
1,2,2022-10-19,7
1,2,2022-10-20,22
1,2,2022-10-21,7
1,2,2022-10-22,0
1,2,2022-10-23,7
1,2,2022-10-24,17
1,2,2022-10-25,7
1,2,2022-10-26,12
1,2,2022-10-27,13
1,2,2022-10-28,13
1,2,2022-10-29,8
1,2,2022-10-30,12
1,2,2022-10-31,14
1,2,2022-11-01,9
1,2,2022-11-02,0
1,2,2022-11-03,9
1,2,2022-11-04,10
1,2,2022-11-05,8
1,2,2022-11-06,10
1,2,2022-11-07,14
1,2,2022-11-08,9
1,2,2022-11-09,11
1,2,2022-11-10,8
1,2,2022-11-11,11
1,2,2022-11-12,14
1,2,2022-11-13,10
1,2,2022-11-14,0
1,2,2022-11-15,8
1,2,2022-11-16,9
1,2,2022-11-17,17
1,2,2022-11-18,11
1,2,2022-11-19,13
1,2,2022-11-20,7
1,2,2022-11-21,13
1,2,2022-11-22,10
1,2,2022-11-23,11
1,2,2022-11-24,10
1,2,2022-11-25,8
1,2,2022-11-26,12
1,2,2022-11-27,9
1,2,2022-11-28,11
1,2,2022-11-29,13
1,2,2022-11-30,12
1,2,2022-12-01,13
1,2,2022-12-02,7
1,2,2022-12-03,11
1,2,2022-12-04,21
1,2,2022-12-05,7
1,2,2022-12-06,10
1,2,2022-12-07,12
1,2,2022-12-08,10
1,2,2022-12-09,11
1,2,2022-12-10,11
1,2,2022-12-11,14
1,2,2022-12-12,7
1,2,2022-12-13,0
1,2,2022-12-14,10
1,2,2022-12-15,13
1,2,2022-12-16,14
1,2,2022-12-17,13
1,2,2022-12-18,14
1,2,2022-12-19,24
1,2,2022-12-20,9
1,2,2022-12-21,19
1,2,2022-12-22,11
1,2,2022-12-23,10
1,2,2022-12-24,13
1,2,2022-12-25,18
1,2,2022-12-26,24
1,2,2022-12-27,23
1,2,2022-12-28,13
1,2,2022-12-29,7
1,2,2022-12-30,7
1,2,2022-12-31,7
1,3,2022-01-01,21
1,3,2022-01-02,18
1,3,2022-01-03,19
1,3,2022-01-04,22
1,3,2022-01-05,16
1,3,2022-01-06,31
1,3,2022-01-07,20
1,3,2022-01-08,20
1,3,2022-01-09,18
1,3,2022-01-10,22
1,3,2022-01-11,20
1,3,2022-01-12,15
1,3,2022-01-13,20
1,3,2022-01-14,22
1,3,2022-01-15,22
1,3,2022-01-16,17
1,3,2022-01-17,19
1,3,2022-01-18,31
1,3,2022-01-19,21
1,3,2022-01-20,19
1,3,2022-01-21,15
1,3,2022-01-22,17
1,3,2022-01-23,18
1,3,2022-01-24,21
1,3,2022-01-25,22
1,3,2022-01-26,15
1,3,2022-01-27,22
1,3,2022-01-28,16
1,3,2022-01-29,17
1,3,2022-01-30,19
1,3,2022-01-31,0
1,3,2022-02-01,25
1,3,2022-02-02,19
1,3,2022-02-03,17
1,3,2022-02-04,17
1,3,2022-02-05,19
1,3,2022-02-06,20
1,3,2022-02-07,29
1,3,2022-02-08,16
1,3,2022-02-09,15
1,3,2022-02-10,21
1,3,2022-02-11,22
1,3,2022-02-12,18
1,3,2022-02-13,16
1,3,2022-02-14,18
1,3,2022-02-15,20
1,3,2022-02-16,18
1,3,2022-02-17,21
1,3,2022-02-18,19
1,3,2022-02-19,21
1,3,2022-02-20,15
1,3,2022-02-21,17
1,3,2022-02-22,15
1,3,2022-02-23,22
1,3,2022-02-24,21
1,3,2022-02-25,15
1,3,2022-02-26,18
1,3,2022-02-27,19
1,3,2022-02-28,20
1,3,2022-03-01,19
1,3,2022-03-02,17
1,3,2022-03-03,19
1,3,2022-03-04,19
1,3,2022-03-05,0
1,3,2022-03-06,21
1,3,2022-03-07,25
1,3,2022-03-08,20
1,3,2022-03-09,21
1,3,2022-03-10,29
1,3,2022-03-11,30
1,3,2022-03-12,21
1,3,2022-03-13,22
1,3,2022-03-14,15
1,3,2022-03-15,0
1,3,2022-03-16,16
1,3,2022-03-17,18
1,3,2022-03-18,0
1,3,2022-03-19,22
1,3,2022-03-20,22
1,3,2022-03-21,18
1,3,2022-03-22,19
1,3,2022-03-23,17
1,3,2022-03-24,15
1,3,2022-03-25,22
1,3,2022-03-26,15
1,3,2022-03-27,26
1,3,2022-03-28,15
1,3,2022-03-29,16
1,3,2022-03-30,21
1,3,2022-03-31,20
1,3,2022-04-01,16
1,3,2022-04-02,22
1,3,2022-04-03,22
1,3,2022-04-04,20
1,3,2022-04-05,20
1,3,2022-04-06,22
1,3,2022-04-07,22
1,3,2022-04-08,21
1,3,2022-04-09,21
1,3,2022-04-10,20
1,3,2022-04-11,19
1,3,2022-04-12,16
1,3,2022-04-13,22
1,3,2022-04-14,15
1,3,2022-04-15,21
1,3,2022-04-16,26
1,3,2022-04-17,17
1,3,2022-04-18,22
1,3,2022-04-19,19
1,3,2022-04-20,21
1,3,2022-04-21,16
1,3,2022-04-22,18
1,3,2022-04-23,19
1,3,2022-04-24,22
1,3,2022-04-25,21
1,3,2022-04-26,18
1,3,2022-04-27,20
1,3,2022-04-28,22
1,3,2022-04-29,21
1,3,2022-04-30,21
1,3,2022-05-01,16
1,3,2022-05-02,21
1,3,2022-05-03,19
1,3,2022-05-04,15
1,3,2022-05-05,20
1,3,2022-05-06,19
1,3,2022-05-07,20
1,3,2022-05-08,17
1,3,2022-05-09,15
1,3,2022-05-10,17
1,3,2022-05-11,22
1,3,2022-05-12,20
1,3,2022-05-13,16
1,3,2022-05-14,16
1,3,2022-05-15,22
1,3,2022-05-16,17
1,3,2022-05-17,15
1,3,2022-05-18,0
1,3,2022-05-19,21
1,3,2022-05-20,18
1,3,2022-05-21,22
1,3,2022-05-22,15
1,3,2022-05-23,29
1,3,2022-05-24,20
1,3,2022-05-25,15
1,3,2022-05-26,19
1,3,2022-05-27,20
1,3,2022-05-28,17
1,3,2022-05-29,20
1,3,2022-05-30,17
1,3,2022-05-31,0
1,3,2022-06-01,32
1,3,2022-06-02,20
1,3,2022-06-03,17
1,3,2022-06-04,28
1,3,2022-06-05,21
1,3,2022-06-06,15
1,3,2022-06-07,20
1,3,2022-06-08,28
1,3,2022-06-09,22
1,3,2022-06-10,20
1,3,2022-06-11,17
1,3,2022-06-12,17
1,3,2022-06-13,15
1,3,2022-06-14,22
1,3,2022-06-15,19
1,3,2022-06-16,18
1,3,2022-06-17,16
1,3,2022-06-18,22
1,3,2022-06-19,15
1,3,2022-06-20,15
1,3,2022-06-21,0
1,3,2022-06-22,21
1,3,2022-06-23,18
1,3,2022-06-24,17
1,3,2022-06-25,22
1,3,2022-06-26,15
1,3,2022-06-27,21
1,3,2022-06-28,18
1,3,2022-06-29,16
1,3,2022-06-30,15
1,3,2022-07-01,0
1,3,2022-07-02,0
1,3,2022-07-03,22
1,3,2022-07-04,15
1,3,2022-07-05,22
1,3,2022-07-06,18
1,3,2022-07-07,0
1,3,2022-07-08,32
1,3,2022-07-09,16
1,3,2022-07-10,22
1,3,2022-07-11,20
1,3,2022-07-12,15
1,3,2022-07-13,17
1,3,2022-07-14,21
1,3,2022-07-15,17
1,3,2022-07-16,19
1,3,2022-07-17,18
1,3,2022-07-18,19
1,3,2022-07-19,19
1,3,2022-07-20,29
1,3,2022-07-21,21
1,3,2022-07-22,15
1,3,2022-07-23,16
1,3,2022-07-24,18
1,3,2022-07-25,18
1,3,2022-07-26,28
1,3,2022-07-27,21
1,3,2022-07-28,16
1,3,2022-07-29,16
1,3,2022-07-30,15
1,3,2022-07-31,18
1,3,2022-08-01,29
1,3,2022-08-02,22
1,3,2022-08-03,18
1,3,2022-08-04,19
1,3,2022-08-05,20
1,3,2022-08-06,21
1,3,2022-08-07,19
1,3,2022-08-08,27
1,3,2022-08-09,20
1,3,2022-08-10,16
1,3,2022-08-11,18
1,3,2022-08-12,0
1,3,2022-08-13,17
1,3,2022-08-14,15
1,3,2022-08-15,18
1,3,2022-08-16,22
1,3,2022-08-17,27
1,3,2022-08-18,28
1,3,2022-08-19,17
1,3,2022-08-20,20
1,3,2022-08-21,22
1,3,2022-08-22,15
1,3,2022-08-23,0
1,3,2022-08-24,17
1,3,2022-08-25,0
1,3,2022-08-26,22
1,3,2022-08-27,20
1,3,2022-08-28,20
1,3,2022-08-29,19
1,3,2022-08-30,21
1,3,2022-08-31,15
1,3,2022-09-01,0
1,3,2022-09-02,22
1,3,2022-09-03,19
1,3,2022-09-04,19
1,3,2022-09-05,17
1,3,2022-09-06,19
1,3,2022-09-07,20
1,3,2022-09-08,17
1,3,2022-09-09,18
1,3,2022-09-10,19
1,3,2022-09-11,17
1,3,2022-09-12,16
1,3,2022-09-13,16
1,3,2022-09-14,32
1,3,2022-09-15,18
1,3,2022-09-16,17
1,3,2022-09-17,0
1,3,2022-09-18,20
1,3,2022-09-19,15
1,3,2022-09-20,16
1,3,2022-09-21,17
1,3,2022-09-22,18
1,3,2022-09-23,16
1,3,2022-09-24,20
1,3,2022-09-25,17
1,3,2022-09-26,15
1,3,2022-09-27,16
1,3,2022-09-28,21
1,3,2022-09-29,22
1,3,2022-09-30,19
1,3,2022-10-01,22
1,3,2022-10-02,17
1,3,2022-10-03,20
1,3,2022-10-04,16
1,3,2022-10-05,17
1,3,2022-10-06,22
1,3,2022-10-07,16
1,3,2022-10-08,0
1,3,2022-10-09,17
1,3,2022-10-10,0
1,3,2022-10-11,15
1,3,2022-10-12,21
1,3,2022-10-13,19
1,3,2022-10-14,15
1,3,2022-10-15,22
1,3,2022-10-16,20
1,3,2022-10-17,20
1,3,2022-10-18,20
1,3,2022-10-19,26
1,3,2022-10-20,20
1,3,2022-10-21,21
1,3,2022-10-22,30
1,3,2022-10-23,19
1,3,2022-10-24,16
1,3,2022-10-25,20
1,3,2022-10-26,20
1,3,2022-10-27,15
1,3,2022-10-28,19
1,3,2022-10-29,15
1,3,2022-10-30,21
1,3,2022-10-31,16
1,3,2022-11-01,18
1,3,2022-11-02,18
1,3,2022-11-03,21
1,3,2022-11-04,19
1,3,2022-11-05,18
1,3,2022-11-06,16
1,3,2022-11-07,15
1,3,2022-11-08,21
1,3,2022-11-09,16
1,3,2022-11-10,21
1,3,2022-11-11,20
1,3,2022-11-12,19
1,3,2022-11-13,17
1,3,2022-11-14,18
1,3,2022-11-15,17
1,3,2022-11-16,22
1,3,2022-11-17,15
1,3,2022-11-18,15
1,3,2022-11-19,31
1,3,2022-11-20,19
1,3,2022-11-21,22
1,3,2022-11-22,21
1,3,2022-11-23,18
1,3,2022-11-24,16
1,3,2022-11-25,21
1,3,2022-11-26,21
1,3,2022-11-27,17
1,3,2022-11-28,15
1,3,2022-11-29,18
1,3,2022-11-30,15
1,3,2022-12-01,20
1,3,2022-12-02,29
1,3,2022-12-03,22
1,3,2022-12-04,18
1,3,2022-12-05,18
1,3,2022-12-06,0
1,3,2022-12-07,29
1,3,2022-12-08,16
1,3,2022-12-09,26
1,3,2022-12-10,22
